",Year,quarter,Bene_Geo_Desc,Bene_Mdcd_Mdcr_Enrl_Stus,Bene_Race_Desc,Bene_Sex_Desc,Bene_Mdcr_Entlmt_Stus,Bene_Age_Desc,Bene_RUCA_Desc,Total_Bene_TH_Elig,Total_PartB_Enrl,Total_Bene_Telehealth,Pct_Telehealth"
"1603,2023,1,National,All,Non-Hispanic White,All,All,65-74,All,7646086.0,10323761.0,1034436.0,0.1353"
"1604,2023,1,National,All,All,All,All,75-84,All,7291313.0,9004340.6667,941348.0,0.1291"
"1605,2023,1,National,Medicare & Medicaid,All,All,All,75-84,All,760774.0,939600.66667,151522.0,0.1992"
"1606,2023,1,National,Medicare Only,All,All,All,75-84,All,6530539.0,8064740.0,789826.0,0.1209"
"1607,2023,1,National,All,American Indian/Alaska Native,All,All,75-84,All,30803.0,38936.666667,3879.0,0.1259"
"1608,2023,1,National,All,Asian/Pacific Islander,All,All,75-84,All,213957.0,292053.66667,41028.0,0.1918"
"1609,2023,1,National,All,Black/African American,All,All,75-84,All,394735.0,499037.0,51249.0,0.1298"
"1610,2023,1,National,All,Hispanic,All,All,75-84,All,303552.0,437101.66667,50040.0,0.1648"
"1611,2023,1,National,All,Non-Hispanic White,All,All,75-84,All,6132417.0,7459079.3333,762703.0,0.1244"
"1612,2023,1,National,All,All,All,All,85 and over,All,3056408.0,3640151.0,383499.0,0.1255"
"1613,2023,1,National,Medicare & Medicaid,All,All,All,85 and over,All,518389.0,603040.33333,97230.0,0.1876"
"1614,2023,1,National,Medicare Only,All,All,All,85 and over,All,2538019.0,3037110.6667,286269.0,0.1128"
"1615,2023,1,National,All,American Indian/Alaska Native,All,All,85 and over,All,11315.0,14019.333333,1405.0,0.1242"
"1616,2023,1,National,All,Asian/Pacific Islander,All,All,85 and over,All,107038.0,142503.33333,24556.0,0.2294"
"1617,2023,1,National,All,Black/African American,All,All,85 and over,All,163145.0,201130.33333,21329.0,0.1307"
"1618,2023,1,National,All,Hispanic,All,All,85 and over,All,141705.0,193802.33333,25950.0,0.1831"
"1619,2023,1,National,All,Non-Hispanic White,All,All,85 and over,All,2599789.0,3044250.6667,303793.0,0.1169"
"1620,2023,1,National,All,All,All,All,All,Rural,4941077.0,6635885.0,559185.0,0.1132"
"1621,2023,1,National,Medicare & Medicaid,All,All,All,All,Rural,900315.0,1167465.6667,174892.0,0.1943"
"1622,2023,1,National,Medicare Only,All,All,All,All,Rural,4040762.0,5468419.3333,384293.0,0.0951"
"1623,2023,1,National,All,American Indian/Alaska Native,All,All,All,Rural,58839.0,77683.666667,8493.0,0.1443"
"1624,2023,1,National,All,Asian/Pacific Islander,All,All,All,Rural,30262.0,45933.666667,4175.0,0.138"
"1625,2023,1,National,All,Black/African American,All,All,All,Rural,192942.0,255977.33333,20100.0,0.1042"
"1626,2023,1,National,All,Hispanic,All,All,All,Rural,147503.0,223141.33333,25293.0,0.1715"
"1627,2023,1,National,All,Non-Hispanic White,All,All,All,Rural,4392610.0,5863312.6667,486164.0,0.1107"
"1628,2023,1,National,All,All,All,All,All,Urban,16991899.0,21915946.0,2686960.0,0.1581"
"1629,2023,1,National,Medicare & Medicaid,All,All,All,All,Urban,3029131.0,3924350.6667,770152.0,0.2542"
"1630,2023,1,National,Medicare Only,All,All,All,All,Urban,13962768.0,17991595.333,1916808.0,0.1373"
"1631,2023,1,National,All,American Indian/Alaska Native,All,All,All,Urban,44045.0,57691.0,7980.0,0.1812"
"1632,2023,1,National,All,Asian/Pacific Islander,All,All,All,Urban,613964.0,879381.0,127224.0,0.2072"
"1633,2023,1,National,All,Black/African American,All,All,All,Urban,1351908.0,1837598.6667,229608.0,0.1698"
"1634,2023,1,National,All,Hispanic,All,All,All,Urban,995084.0,1489471.6667,201436.0,0.2024"
"1635,2023,1,National,All,Non-Hispanic White,All,All,All,Urban,13369712.0,16814391.333,2012192.0,0.1505"
"1636,2023,2,National,All,All,All,All,All,All,22207350.0,28621045.333,2863324.0,0.1289"
"1637,2023,2,National,Medicare & Medicaid,All,All,All,All,All,3866968.0,4983986.0,853615.0,0.2207"
"1638,2023,2,National,Medicare Only,All,All,All,All,All,18340382.0,23637059.333,2009709.0,0.1096"
"1639,2023,2,National,All,American Indian/Alaska Native,All,All,All,All,102815.0,133557.0,13665.0,0.1329"
"1640,2023,2,National,Medicare & Medicaid,American Indian/Alaska Native,All,All,All,All,44179.0,57274.666667,7524.0,0.1703"
"1641,2023,2,National,Medicare Only,American Indian/Alaska Native,All,All,All,All,58636.0,76282.333333,6141.0,0.1047"
"1642,2023,2,National,All,Asian/Pacific Islander,All,All,All,All,658444.0,939130.33333,119033.0,0.1808"
"1643,2023,2,National,Medicare & Medicaid,Asian/Pacific Islander,All,All,All,All,295071.0,397496.33333,67517.0,0.2288"
"1644,2023,2,National,Medicare Only,Asian/Pacific Islander,All,All,All,All,363373.0,541634.0,51516.0,0.1418"
"1645,2023,2,National,All,Black/African American,All,All,All,All,1529806.0,2080434.0,224441.0,0.1467"
"1646,2023,2,National,Medicare & Medicaid,Black/African American,All,All,All,All,585262.0,755947.33333,116897.0,0.1997"
"1647,2023,2,National,Medicare Only,Black/African American,All,All,All,All,944544.0,1324486.6667,107544.0,0.1139"
"1648,2023,2,National,All,Hispanic,All,All,All,All,1155293.0,1722616.0,203884.0,0.1765"
"1649,2023,2,National,Medicare & Medicaid,Hispanic,All,All,All,All,554279.0,767280.0,126003.0,0.2273"
"1650,2023,2,National,Medicare Only,Hispanic,All,All,All,All,601014.0,955336.0,77881.0,0.1296"
"1651,2023,2,National,All,Non-Hispanic White,All,All,All,All,17996277.0,22706926.0,2188452.0,0.1216"
"1652,2023,2,National,Medicare & Medicaid,Non-Hispanic White,All,All,All,All,2231908.0,2780353.3333,495983.0,0.2222"
"1653,2023,2,National,Medicare Only,Non-Hispanic White,All,All,All,All,15764369.0,19926572.667,1692469.0,0.1074"
"1654,2023,2,National,All,All,Female,All,All,All,12608957.0,15649801.667,1736934.0,0.1378"
"1655,2023,2,National,Medicare & Medicaid,All,Female,All,All,All,2276906.0,2786245.3333,526935.0,0.2314"
"1656,2023,2,National,Medicare Only,All,Female,All,All,All,10332051.0,12863556.333,1209999.0,0.1171"
"1657,2023,2,National,All,American Indian/Alaska Native,Female,All,All,All,60856.0,75297.333333,8551.0,0.1405"
"1658,2023,2,National,All,Asian/Pacific Islander,Female,All,All,All,398606.0,556383.0,73637.0,0.1847"
"1659,2023,2,National,All,Black/African American,Female,All,All,All,908336.0,1145013.0,144281.0,0.1588"
"1660,2023,2,National,All,Hispanic,Female,All,All,All,673486.0,929777.0,127847.0,0.1898"
"1661,2023,2,National,All,Non-Hispanic White,Female,All,All,All,10231409.0,12493960.0,1326706.0,0.1297"
"1662,2023,2,National,All,All,Male,All,All,All,9598393.0,12971243.667,1126390.0,0.1174"
"1663,2023,2,National,Medicare & Medicaid,All,Male,All,All,All,1590062.0,2197740.6667,326680.0,0.2055"
"1664,2023,2,National,Medicare Only,All,Male,All,All,All,8008331.0,10773503.0,799710.0,0.0999"
"1665,2023,2,National,All,American Indian/Alaska Native,Male,All,All,All,41959.0,58259.666667,5114.0,0.1219"
"1666,2023,2,National,All,Asian/Pacific Islander,Male,All,All,All,259838.0,382747.33333,45396.0,0.1747"
"1667,2023,2,National,All,Black/African American,Male,All,All,All,621470.0,935421.0,80160.0,0.129"
"1668,2023,2,National,All,Hispanic,Male,All,All,All,481807.0,792839.0,76037.0,0.1578"
"1669,2023,2,National,All,Non-Hispanic White,Male,All,All,All,7764868.0,10212966.0,861746.0,0.111"
"1670,2023,2,National,All,All,All,Aged,All,All,19961765.0,25571965.0,2296753.0,0.1151"
"1671,2023,2,National,Medicare & Medicaid,All,All,Aged,All,All,2413989.0,3096578.0,453497.0,0.1879"
"1672,2023,2,National,Medicare Only,All,All,Aged,All,All,17547776.0,22475387.0,1843256.0,0.105"
"1673,2023,2,National,All,American Indian/Alaska Native,All,Aged,All,All,77695.0,99825.666667,8476.0,0.1091"
"1674,2023,2,National,All,Asian/Pacific Islander,All,Aged,All,All,602454.0,862179.33333,103318.0,0.1715"
"1675,2023,2,National,All,Black/African American,All,Aged,All,All,1152322.0,1558741.0,141558.0,0.1228"
"1676,2023,2,National,All,Hispanic,All,Aged,All,All,917270.0,1394626.3333,138674.0,0.1512"
"1677,2023,2,National,All,Non-Hispanic White,All,Aged,All,All,16529881.0,20745689.667,1814251.0,0.1098"
"1678,2023,2,National,All,All,All,Disabled,All,All,1985448.0,2779372.0,516166.0,0.26"
"1679,2023,2,National,Medicare & Medicaid,All,All,Disabled,All,All,1335660.0,1770534.0,375609.0,0.2812"
"1680,2023,2,National,Medicare Only,All,All,Disabled,All,All,649788.0,1008838.0,140557.0,0.2163"
"1681,2023,2,National,All,American Indian/Alaska Native,All,Disabled,All,All,21229.0,29842.333333,4522.0,0.213"
"1682,2023,2,National,All,Asian/Pacific Islander,All,Disabled,All,All,40919.0,61059.0,12043.0,0.2943"
"1683,2023,2,National,All,Black/African American,All,Disabled,All,All,305434.0,447260.33333,70833.0,0.2319"
"1684,2023,2,National,All,Hispanic,All,Disabled,All,All,195565.0,283709.66667,56314.0,0.288"
"1685,2023,2,National,All,Non-Hispanic White,All,Disabled,All,All,1350632.0,1841732.0,351297.0,0.2601"
"1686,2023,2,National,All,All,All,ESRD,All,All,260137.0,269708.33333,50405.0,0.1938"
"1687,2023,2,National,Medicare & Medicaid,All,All,ESRD,All,All,117319.0,116874.0,24509.0,0.2089"
"1688,2023,2,National,Medicare Only,All,All,ESRD,All,All,142818.0,152834.33333,25896.0,0.1813"
"1689,2023,2,National,All,American Indian/Alaska Native,All,ESRD,All,All,3891.0,3889.0,667.0,0.1714"
"1690,2023,2,National,All,Asian/Pacific Islander,All,ESRD,All,All,15071.0,15892.0,3672.0,0.2436"
"1691,2023,2,National,All,Black/African American,All,ESRD,All,All,72050.0,74432.666667,12050.0,0.1672"
"1692,2023,2,National,All,Hispanic,All,ESRD,All,All,42458.0,44280.0,8896.0,0.2095"
"1693,2023,2,National,All,Non-Hispanic White,All,ESRD,All,All,115764.0,119504.33333,22904.0,0.1979"
"1694,2023,2,National,All,All,All,All,0-64,All,2097754.0,2899737.6667,538780.0,0.2568"
"1695,2023,2,National,Medicare & Medicaid,All,All,All,0-64,All,1405142.0,1840545.0,390249.0,0.2777"
"1696,2023,2,National,Medicare Only,All,All,All,0-64,All,692612.0,1059192.6667,148531.0,0.2145"
"1697,2023,2,National,All,American Indian/Alaska Native,All,All,0-64,All,23294.0,31908.0,4911.0,0.2108"
"1698,2023,2,National,All,Asian/Pacific Islander,All,All,0-64,All,46970.0,67729.666667,13539.0,0.2882"
"1699,2023,2,National,All,Black/African American,All,All,0-64,All,342758.0,486515.0,77333.0,0.2256"
"1700,2023,2,National,All,Hispanic,All,All,0-64,All,219086.0,308856.33333,61410.0,0.2803"
"1701,2023,2,National,All,Non-Hispanic White,All,All,0-64,All,1388018.0,1882296.6667,359272.0,0.2588"
"1702,2023,2,National,All,All,All,All,65-74,All,9792507.0,13319640.333,1186303.0,0.1211"
"1703,2023,2,National,Medicare & Medicaid,All,All,All,65-74,All,1222875.0,1665008.0,242579.0,0.1984"
"1704,2023,2,National,Medicare Only,All,All,All,65-74,All,8569632.0,11654632.333,943724.0,0.1101"
"1705,2023,2,National,All,American Indian/Alaska Native,All,All,65-74,All,37587.0,49883.0,4550.0,0.1211"
"1706,2023,2,National,All,Asian/Pacific Islander,All,All,65-74,All,291662.0,445343.66667,47223.0,0.1619"
"1707,2023,2,National,All,Black/African American,All,All,65-74,All,640693.0,911651.0,83437.0,0.1302"
"1708,2023,2,National,All,Hispanic,All,All,65-74,All,494046.0,798006.66667,75936.0,0.1537"
"1709,2023,2,National,All,Non-Hispanic White,All,All,65-74,All,7893238.0,10518674.0,918279.0,0.1163"
"1710,2023,2,National,All,All,All,All,75-84,All,7330341.0,8891477.3333,815060.0,0.1112"
"1711,2023,2,National,Medicare & Medicaid,All,All,All,75-84,All,744687.0,907652.0,135664.0,0.1822"
"1712,2023,2,National,Medicare Only,All,All,All,75-84,All,6585654.0,7983825.3333,679396.0,0.1032"
"1713,2023,2,National,All,American Indian/Alaska Native,All,All,75-84,All,30800.0,38221.333333,3100.0,0.1006"
"1714,2023,2,National,All,Asian/Pacific Islander,All,All,75-84,All,214997.0,288061.66667,36794.0,0.1711"
"1715,2023,2,National,All,Black/African American,All,All,75-84,All,389295.0,488955.0,44879.0,0.1153"
"1716,2023,2,National,All,Hispanic,All,All,75-84,All,304019.0,428918.66667,44143.0,0.1452"
"1717,2023,2,National,All,Non-Hispanic White,All,All,75-84,All,6172309.0,7370805.3333,657194.0,0.1065"
"1718,2023,2,National,All,All,All,All,85 and over,All,2986748.0,3510190.0,323181.0,0.1082"
"1719,2023,2,National,Medicare & Medicaid,All,All,All,85 and over,All,494264.0,570781.0,85123.0,0.1722"
"1720,2023,2,National,Medicare Only,All,All,All,85 and over,All,2492484.0,2939409.0,238058.0,0.0955"
"1721,2023,2,National,All,American Indian/Alaska Native,All,All,85 and over,All,11134.0,13544.666667,1104.0,0.0992"
"1722,2023,2,National,All,Asian/Pacific Islander,All,All,85 and over,All,104815.0,137995.33333,21477.0,0.2049"
"1723,2023,2,National,All,Black/African American,All,All,85 and over,All,157060.0,193313.0,18792.0,0.1196"
"1724,2023,2,National,All,Hispanic,All,All,85 and over,All,138142.0,186834.33333,22395.0,0.1621"
"1725,2023,2,National,All,Non-Hispanic White,All,All,85 and over,All,2542712.0,2935150.0,253707.0,0.0998"
"1726,2023,2,National,All,All,All,All,All,Rural,5031391.0,6607340.3333,484191.0,0.0962"
"1727,2023,2,National,Medicare & Medicaid,All,All,All,All,Rural,882921.0,1129376.0,154784.0,0.1753"
"1728,2023,2,National,Medicare Only,All,All,All,All,Rural,4148470.0,5477964.3333,329407.0,0.0794"
"1729,2023,2,National,All,American Indian/Alaska Native,All,All,All,Rural,58916.0,76364.0,6984.0,0.1185"
"1730,2023,2,National,All,Asian/Pacific Islander,All,All,All,Rural,31035.0,45884.333333,3864.0,0.1245"
"1731,2023,2,National,All,Black/African American,All,All,All,Rural,186819.0,248676.66667,17555.0,0.094"
"1732,2023,2,National,All,Hispanic,All,All,All,Rural,149678.0,222167.66667,21898.0,0.1463"
"1733,2023,2,National,All,Non-Hispanic White,All,All,All,Rural,4479527.0,5839539.3333,420201.0,0.0938"
"1734,2023,2,National,All,All,All,All,All,Urban,17130166.0,21898199.333,2374602.0,0.1386"
"1735,2023,2,National,Medicare & Medicaid,All,All,All,All,Urban,2975859.0,3840056.0,697469.0,0.2344"
"1736,2023,2,National,Medicare Only,All,All,All,All,Urban,14154307.0,18058143.333,1677133.0,0.1185"
"1737,2023,2,National,All,American Indian/Alaska Native,All,All,All,Urban,43501.0,56602.333333,6625.0,0.1523"
"1738,2023,2,National,All,Asian/Pacific Islander,All,All,All,Urban,622579.0,877446.33333,114912.0,0.1846"
"1739,2023,2,National,All,Black/African American,All,All,All,Urban,1334587.0,1815985.3333,206191.0,0.1545"
"1740,2023,2,National,All,Hispanic,All,All,All,Urban,1000316.0,1482410.6667,181578.0,0.1815"
"1741,2023,2,National,All,Non-Hispanic White,All,All,All,Urban,13492365.0,16809242.333,1765368.0,0.1308"
"1742,2023,3,National,All,All,All,All,All,All,21998249.0,28579774.667,2775332.0,0.1262"
"1743,2023,3,National,Medicare & Medicaid,All,All,All,All,All,3750490.0,4870890.0,804844.0,0.2146"
"1744,2023,3,National,Medicare Only,All,All,All,All,All,18247759.0,23708884.667,1970488.0,0.108"
"1745,2023,3,National,All,American Indian/Alaska Native,All,All,All,All,99513.0,130379.66667,12426.0,0.1249"
"1746,2023,3,National,Medicare & Medicaid,American Indian/Alaska Native,All,All,All,All,42402.0,55268.666667,6751.0,0.1592"
"1747,2023,3,National,Medicare Only,American Indian/Alaska Native,All,All,All,All,57111.0,75111.0,5675.0,0.0994"
"1748,2023,3,National,All,Asian/Pacific Islander,All,All,All,All,652466.0,934163.0,115433.0,0.1769"
"1749,2023,3,National,Medicare & Medicaid,Asian/Pacific Islander,All,All,All,All,287695.0,390786.66667,64001.0,0.2225"
"1750,2023,3,National,Medicare Only,Asian/Pacific Islander,All,All,All,All,364771.0,543376.33333,51432.0,0.141"
"1751,2023,3,National,All,Black/African American,All,All,All,All,1504406.0,2051919.6667,216280.0,0.1438"
"1752,2023,3,National,Medicare & Medicaid,Black/African American,All,All,All,All,563301.0,730378.0,109930.0,0.1952"
"1753,2023,3,National,Medicare Only,Black/African American,All,All,All,All,941105.0,1321541.6667,106350.0,0.113"
"1754,2023,3,National,All,Hispanic,All,All,All,All,1138809.0,1710108.6667,195798.0,0.1719"
"1755,2023,3,National,Medicare & Medicaid,Hispanic,All,All,All,All,539735.0,752568.33333,120076.0,0.2225"
"1756,2023,3,National,Medicare Only,Hispanic,All,All,All,All,599074.0,957540.33333,75722.0,0.1264"
"1757,2023,3,National,All,Non-Hispanic White,All,All,All,All,17821370.0,22677621.333,2121394.0,0.119"
"1758,2023,3,National,Medicare & Medicaid,Non-Hispanic White,All,All,All,All,2155721.0,2705854.0,465029.0,0.2157"
"1759,2023,3,National,Medicare Only,Non-Hispanic White,All,All,All,All,15665649.0,19971767.333,1656365.0,0.1057"
"1760,2023,3,National,All,All,Female,All,All,All,12490351.0,15627027.333,1682249.0,0.1347"
"1761,2023,3,National,Medicare & Medicaid,All,Female,All,All,All,2203905.0,2716926.3333,496521.0,0.2253"
"1762,2023,3,National,Medicare Only,All,Female,All,All,All,10286446.0,12910101.0,1185728.0,0.1153"
"1763,2023,3,National,All,American Indian/Alaska Native,Female,All,All,All,58932.0,73509.333333,7809.0,0.1325"
"1764,2023,3,National,All,Asian/Pacific Islander,Female,All,All,All,395382.0,553560.0,71311.0,0.1804"
"1765,2023,3,National,All,Black/African American,Female,All,All,All,892363.0,1129507.0,138987.0,0.1558"
"1766,2023,3,National,All,Hispanic,Female,All,All,All,664397.0,922521.66667,123070.0,0.1852"
"1767,2023,3,National,All,Non-Hispanic White,Female,All,All,All,10128833.0,12473245.667,1284825.0,0.1268"
"1768,2023,3,National,All,All,Male,All,All,All,9507898.0,12952747.333,1093083.0,0.115"
"1769,2023,3,National,Medicare & Medicaid,All,Male,All,All,All,1546585.0,2153963.6667,308323.0,0.1994"
"1770,2023,3,National,Medicare Only,All,Male,All,All,All,7961313.0,10798783.667,784760.0,0.0986"
"1771,2023,3,National,All,American Indian/Alaska Native,Male,All,All,All,40581.0,56870.333333,4617.0,0.1138"
"1772,2023,3,National,All,Asian/Pacific Islander,Male,All,All,All,257084.0,380603.0,44122.0,0.1716"
"1773,2023,3,National,All,Black/African American,Male,All,All,All,612043.0,922412.66667,77293.0,0.1263"
"1774,2023,3,National,All,Hispanic,Male,All,All,All,474412.0,787587.0,72728.0,0.1533"
"1775,2023,3,National,All,Non-Hispanic White,Male,All,All,All,7692537.0,10204375.667,836569.0,0.1088"
"1776,2023,3,National,All,All,All,Aged,All,All,19806216.0,25574724.667,2241093.0,0.1132"
"1777,2023,3,National,Medicare & Medicaid,All,All,Aged,All,All,2339416.0,3025894.6667,429564.0,0.1836"
"1778,2023,3,National,Medicare Only,All,All,Aged,All,All,17466800.0,22548830.0,1811529.0,0.1037"
"1779,2023,3,National,All,American Indian/Alaska Native,All,Aged,All,All,75340.0,97788.666667,7758.0,0.103"
"1780,2023,3,National,All,Asian/Pacific Islander,All,Aged,All,All,598132.0,858407.0,100654.0,0.1683"
"1781,2023,3,National,All,Black/African American,All,Aged,All,All,1139893.0,1545279.0,138768.0,0.1217"
"1782,2023,3,National,All,Hispanic,All,Aged,All,All,906497.0,1386263.3333,134353.0,0.1482"
"1783,2023,3,National,All,Non-Hispanic White,All,Aged,All,All,16391952.0,20747144.0,1769045.0,0.1079"
"1784,2023,3,National,All,All,All,Disabled,All,All,1943658.0,2746969.6667,487676.0,0.2509"
"1785,2023,3,National,Medicare & Medicaid,All,All,Disabled,All,All,1299749.0,1734140.3333,352734.0,0.2714"
"1786,2023,3,National,Medicare Only,All,All,Disabled,All,All,643909.0,1012829.3333,134942.0,0.2096"
"1787,2023,3,National,All,American Indian/Alaska Native,All,Disabled,All,All,20539.0,28958.333333,4082.0,0.1987"
